PlaceID,Rating,Text,Timestamp,Topics,Topic Text,distributions
ChIJ4zfghFWue0gRJ8GlyDWGfzI,5,"Really nice trip ,just over an hour to learn many interesting facts about the river and canal history and see many landmarks. There are toilets on board and a well stocked looking bar ( we didn't use it). You can board from two different locations. Nice if you don't know much about Manchester.",2022-04-19T05:53:11Z,"(0, 0.9888514)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9888562), (1, 0.011143859)]"
ChIJ4zfghFWue0gRJ8GlyDWGfzI,4,"Relaxing tour, make sure you grab a seat in the open - top of the boat",2022-06-29T07:43:08Z,"(0, 0.9661643)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9661648), (1, 0.033835217)]"
ChIJ4zfghFWue0gRJ8GlyDWGfzI,5,"This is a great way to spend a couple of hours,
The commentary gives you a snapshot of the ship canal history. Give it a try you will not be disappointed.",2023-06-03T06:11:53Z,"(0, 0.98196507)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.98196447), (1, 0.018035514)]"
ChIJ_zvtnhSBcUgRvMM9jhuYwVs,5,Lovely little tour up the river you get to see some beautiful views for a reasonable price.  The staff are super friendly and knowledgeable. It is also good to support a small local business.,2020-08-09T10:14:11Z,"(0, 0.9829027)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9829112), (1, 0.01708873)]"
ChIJ_zvtnhSBcUgRvMM9jhuYwVs,5,Paul and Abi were delightful as they explained the history of Bath via boat tour with an added delight of Prosecco. We felt at ease and comfortable. They were friendly and engaging and we really enjoyed the ride. We only came to Bath for a day trip and I would highly recommend this boat tour to soak in as much as possible in a short amount of time. Thank you Paul and Abi for your hospitality.,2023-07-28T15:20:21Z,"(0, 0.9924657)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.992466)]"
ChIJ_zvtnhSBcUgRvMM9jhuYwVs,5,"Such a memorable experience on board, the guide was welcoming and attentive for the prosecco top up throughout. Lovely journey along the river with a relaxing feel to the trip. Highly recommend these guys.",2021-11-11T21:43:20Z,"(0, 0.9827806)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9827808), (1, 0.017219244)]"
ChIJ23ayFakxeUgRGOJMyCVXKuo,4,"The trip lasts an hour and goes up and down the river, with the captain giving commentary on the history of both the river and the various buildings along its bank.",2021-09-07T10:17:05Z,"(0, 0.98271626)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9827221), (1, 0.017277911)]"
ChIJ23ayFakxeUgRGOJMyCVXKuo,5,Lovely afternoon spent on the River very informative and relaxing lasted about a hour with great commentary lovely landmarks and scenery all for £13 for a adult.,2022-08-09T14:20:39Z,"(0, 0.97789174)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9778888), (1, 0.022111224)]"
ChIJ23ayFakxeUgRGOJMyCVXKuo,4,"Well worth the 1 hour trip up the river, staff very knowledgeable and the history talk is well worth the trip.",2023-07-16T20:09:43Z,"(0, 0.9725463)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9725482), (1, 0.027451847)]"
ChIJAcz0Ck7dekgRBn2EG_u3BEI,5,"Had a lovely time, took the 2 hour cruise. Staff were lovely and couldn't be more helpful and communicative. The recorded guide was informative, in places very amusing, and the views along the river are beautiful! A good trip out.",2023-04-10T09:33:11Z,"(0, 0.9845999)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.98459995), (1, 0.015400083)]"
ChIJAcz0Ck7dekgRBn2EG_u3BEI,5,Great trip up the River Dee ... Relaxing and very informative with a great commentary most of the way. Lovely houses on the way and great stately homes and estates too. Boat has a cafe and bar and the team onboard are friendly and helpful. Toilet on board too. Easy to book online or at the dock side.,2022-07-22T15:27:44Z,"(0, 0.9898252)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9898246), (1, 0.010175433)]"
ChIJAcz0Ck7dekgRBn2EG_u3BEI,5,"A lovely boat ride on the river Dee,commentary was very informative..excellent.",2022-08-09T12:34:37Z,"(0, 0.62155485)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.621562), (1, 0.37843797)]"
ChIJ4XOfWQefekgRABI54HCk55I,5,"Visited the Sabrina boat with my husband & four children. We hadn’t pre booked but called the office on the day & managed to get booked in on the same day.
The boat ride was lovely, the children really enjoyed it & the guide on the landmarks along the river was so interesting & taught us facts we never even knew!!

I would definitely recommend & great value for money!",2021-06-17T07:36:52Z,"(0, 0.99147373)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.99147373)]"
ChIJ4XOfWQefekgRABI54HCk55I,5,"We enjoy the boat trip immensely. The commentary was informative , the pace was lovely and gentle , a great way to experience the calm of the river and to get a feel for Shrewsbury.  We parked in nearby car park, booked on the day,  and had some refreshments onboard. Everyone loved it .",2023-06-13T05:25:00Z,"(0, 0.98797506)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9879721), (1, 0.01202793)]"
ChIJ4XOfWQefekgRABI54HCk55I,5,"A very enjoyable little trip along the river, refreshments can be purchased on the boat, the staff were great and the commentary was very informative.",2022-08-04T20:53:27Z,"(0, 0.87355757)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.8735691), (1, 0.1264309)]"
ChIJva9gkLXL3kcRNI9B3z6RB78,5,"Super guide on the river Stour, Capt. Roy who told us heaps of interesting information and made our boat trip fun!",2023-07-21T16:51:46Z,"(1, 0.56609327)","(1, '0.016*""and"" + 0.009*""the"" + 0.008*""a"" + 0.007*""of"" + 0.007*""very""')","[(0, 0.43404913), (1, 0.5659509)]"
ChIJva9gkLXL3kcRNI9B3z6RB78,5,"Great relaxing tour of river stour,guide was very informative and funny,would highly recommend",2023-07-10T12:22:21Z,"(1, 0.50517553)","(1, '0.016*""and"" + 0.009*""the"" + 0.008*""a"" + 0.007*""of"" + 0.007*""very""')","[(0, 0.49527007), (1, 0.5047299)]"
ChIJva9gkLXL3kcRNI9B3z6RB78,5,"I visited Canterbury for the second time and I just had to bring my friend along for this amazing tour! Our guide was absolutely fantastic! He was so informative, friendly and funny. We learned so much about the story of the river and surrounding areas - it was really interesting! The boat ride was also super relaxing and the views were super stunning! Honestly, I can’t recommend this tour enough and I would go back for a third time! Well done guys!",2024-03-25T16:30:25Z,"(0, 0.9928364)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9928361)]"
ChIJdZwApjHOcEgRlwelgMV9ung,5,"Absolutely amazing River tour , great crewe Dan and deano very nice gentleman,  amazing views from the river and surrounding areas definitely recommend and will definitely be back. 🥰🥰",2021-06-13T12:34:36Z,"(0, 0.6609622)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.66095155), (1, 0.33904845)]"
ChIJdZwApjHOcEgRlwelgMV9ung,5,"A very nice trip down the river on board a comfortable narrow boat was just what we needed,  we had on board entertainment from Dino which kept us all amused.  Great work guys",2022-08-14T04:43:48Z,"(0, 0.98151547)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.98151404), (1, 0.018485967)]"
ChIJdZwApjHOcEgRlwelgMV9ung,4,"Went on the river tour and it was well worth the money for the time and guided info given, its hard knowing which one to go on and I can recommend this as value for money.",2023-07-03T19:36:54Z,"(0, 0.98281854)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9828172), (1, 0.017182756)]"
ChIJB2u85MV0e0gRE8BkiYATzRo,5,"The 9 of us were treated like royalty for an afternoon tea on cruise boat ""Romance"".  We were offered drinks of our choice and crisps. We were served sandwiches, amazing mini desserts and coffee or tea. The boat was tastefully decked out, scenery was beautiful as we smoothly sailed along, and the staff were wonderful. The whole experience was so therapeutic and we all thoroughly enjoyed our afternoon. Would recommend, and we're definitely returning. Thank you Riley Canal Cruises.",2024-03-20T15:17:25Z,"(0, 0.9926218)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.992624)]"
ChIJB2u85MV0e0gRE8BkiYATzRo,5,"My wife and I hired out the Romance boat for our intimate wedding reception. The service provided by Bridie and the team was absolutely exceptional. They could not have been more friendly, helpful and accommodating with us in terms of what we were looking for. The trip itself, the food cooked, and the service received, was perfect. We could not have had a better day and would highly recommend Canal Boat Cruises to anyone looking for an afternoon out, or to hire for an event.",2023-11-24T12:16:11Z,"(0, 0.99338275)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.99338275)]"
ChIJB2u85MV0e0gRE8BkiYATzRo,5,Excellent evening. Food was very good and staff friendly. Trip along the canal passed by so smoothly it didn't seem like two and a half hours. Well worth booking.,2021-10-30T10:42:50Z,"(1, 0.6621817)","(1, '0.016*""and"" + 0.009*""the"" + 0.008*""a"" + 0.007*""of"" + 0.007*""very""')","[(0, 0.3378402), (1, 0.6621598)]"
ChIJ05WEYJbze0gRJRgAvdmuWWA,5,"Very informative tour, comfortable seating (better than some on the Thames!) warm heated, and funny host",2021-11-09T13:25:33Z,"(0, 0.9618023)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9618108), (1, 0.038189184)]"
ChIJ05WEYJbze0gRJRgAvdmuWWA,5,"Brilliant trip, staff were very helpful and the pre recorded commentary was highly amusing.  It was a cloudy day, not overly hot outside but it was very hot and stuffy inside, couldve done with having some of the sliding windows open a crack to give a gentle through breeze to give some fresh air",2023-09-17T19:17:54Z,"(1, 0.6778586)","(1, '0.016*""and"" + 0.009*""the"" + 0.008*""a"" + 0.007*""of"" + 0.007*""very""')","[(0, 0.32213184), (1, 0.6778681)]"
ChIJ05WEYJbze0gRJRgAvdmuWWA,5,Lovely tour with a great commentary 👌 the staff were helpful and friendly. Such a peaceful experience we all really enjoyed it and would recommend a trip!,2023-08-24T22:09:41Z,"(0, 0.7004326)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.7004464), (1, 0.29955363)]"
ChIJwTU56x3EdkgRZWg6_jCYkPs,5,"Beautiful scenery, very peaceful trip, knowledgeable, capable and engaging tour guide and very good value for money.",2022-07-01T09:15:35Z,"(1, 0.85574317)","(1, '0.016*""and"" + 0.009*""the"" + 0.008*""a"" + 0.007*""of"" + 0.007*""very""')","[(0, 0.14424609), (1, 0.8557539)]"
ChIJwTU56x3EdkgRZWg6_jCYkPs,5,"Booked a 50 minute cruise for us last week when visiting Oxford. We were lucky with the weather but the boat was really comfy, tables and chairs with extra blankets!
Great tour guide, really fun and interesting, able to answer all questions and also let us enjoy the peace of the river. Highly recommended.
Well organized, great communication before the trip as well.",2022-10-23T15:47:22Z,"(0, 0.98955506)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9895585), (1, 0.01044148)]"
ChIJwTU56x3EdkgRZWg6_jCYkPs,5,"We went for my wife's birthday and really enjoyed ourselves. A very relaxing time on the river listening to interesting stories from the skipper, watching the world go by and nibbling on the cream tea. Would highly recommend it. You can even fit in a trip to Bister Village beforehand if you want as there's enough time before disembarking at 12:30pm. We paid £7 to stay in Westgate car park which is only 5-10 mins away. So that may suit you better than the park and ride.",2022-09-10T12:29:18Z,"(0, 0.58755994)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.58755624), (1, 0.4124438)]"
ChIJh1Hj6dUjj0gRqvDu84dWSl8,5,"Modern clean boat. Sensible covid measures in place. The tour was very interesting, cracking scenery all brought to life with fascinating info from the guide Sean, who was very good and pitched the info for kids and adults with humour.",2020-08-22T10:26:58Z,"(0, 0.9843912)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9843883), (1, 0.015611749)]"
ChIJh1Hj6dUjj0gRqvDu84dWSl8,5,"I loved this cruise. Each member of staff was friendly, welcoming and polite. Boarding was efficient and provided information about both the upper and lower decks. The guides onboard made the trip a memorable experience with their sense of humour and knowledge. For me, this was the highlight of Fort Augustus.",2023-09-09T13:46:20Z,"(0, 0.98877645)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.98878133), (1, 0.011218631)]"
ChIJh1Hj6dUjj0gRqvDu84dWSl8,5,The tour guide John delivered his commentary in a funny way and there was a snack bar where you can a coffee or a bag of chips. You might get soaked in water on the top deck so please beware. Overall it was a pleasant one hour cruise.,2022-06-11T23:01:12Z,"(0, 0.9884648)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9884638), (1, 0.011536193)]"
ChIJ2wVTy_1De0gR7kMhkOjkw3o,5,"Was not kept waiting for an age for an operative to answer phone. Reply to questions clear and concise.  All information necessary was given at the time of booking.  Operatives went out of their way to book exactly the holiday and flights I requested
Would book with River Cruising again and would recommend them to friends.",2024-04-10T11:14:02Z,"(0, 0.9893874)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.989386), (1, 0.0106139835)]"
ChIJ2wVTy_1De0gR7kMhkOjkw3o,5,"We completed the form and contact was made within a few hours. All the details were made very clear and we were able to confirm our desire to book the cruise. The very next day we received the information with the details. Although we are unable to book our flight, they have assured us that we will have a choice of two airport and will be in touch when the flights are released.
We feel very confident that we will enjoy this cruise and that all the arrangements are to our liking.",2020-10-05T13:29:31Z,"(0, 0.9938904)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9938907)]"
ChIJ2wVTy_1De0gR7kMhkOjkw3o,5,"Gillian from River cruising was very professional, knowledgable , helpful and pleasant through out our booking a river cruise. Recommend.",2021-03-09T09:05:37Z,"(1, 0.7871788)","(1, '0.016*""and"" + 0.009*""the"" + 0.008*""a"" + 0.007*""of"" + 0.007*""very""')","[(0, 0.21281442), (1, 0.78718555)]"
ChIJky_cC-jDeUgRc1yUfBJYFc0,5,The food was good the staff polite and attentive and the commentary informative   a good way to spend a couple of hours,2022-04-12T15:56:23Z,"(0, 0.97417766)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.97416896), (1, 0.025831044)]"
ChIJky_cC-jDeUgRc1yUfBJYFc0,3,"Fantastic to see all the points on river. The lodge is bright and  modern.. pity boats and food is stuck in 70's.

Staff were excellent & attentive!!",2022-04-10T17:21:17Z,"(0, 0.9794974)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.97950387), (1, 0.020496178)]"
ChIJky_cC-jDeUgRc1yUfBJYFc0,5,"Great way to have a party on a very steady ride up and down the river. Couple of decks to eat in, each with a bar and dance floor area, and space to hang outside at the back (stern). All the staff pleasant and welcoming too. Would recommend for a work party or similar.",2022-07-19T18:45:51Z,"(0, 0.98915315)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.98915297), (1, 0.010847051)]"
ChIJW2yo4qcxeUgR4EaSNKvQhuo,4,"Well worth a trip gives you plenty of history of the river, nice n relaxing plus they have a bar",2021-10-14T19:31:12Z,"(0, 0.74782455)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.7478136), (1, 0.25218636)]"
ChIJW2yo4qcxeUgR4EaSNKvQhuo,5,"Brilliant cruise on the river Ouse,could highly recommend this company, the staff were very caring and gave an  informative commentary. Well done.",2024-03-27T08:45:39Z,"(0, 0.70762825)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.70761967), (1, 0.29238027)]"
ChIJW2yo4qcxeUgR4EaSNKvQhuo,5,"Amazing way to spend some time and see the city from a different perspective! We did it in quite good weather but it would’ve been just as amazing in colder weather. Super dog friendly and the staff were lovely :)
There was even an ice cream boat that you could by from the water, on the journey! See pictures.",2021-11-16T14:18:22Z,"(0, 0.98999476)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9899953), (1, 0.010004709)]"
ChIJAcVkt8cEdkgRMppkB6-eoGE,4,"The London Eye River Cruise is a delightful and scenic way to explore the iconic River Thames and soak in the breathtaking sights of London. Departing from the London Eye Pier, this leisurely boat tour takes passengers on a captivating journey along the river, offering panoramic views of the city's most famous landmarks.

As you embark on the cruise, you'll find yourself gliding past a picturesque backdrop of historic and modern architecture. From the majestic Tower Bridge to the grandeur of the Houses of Parliament and the iconic London Eye itself, the cruise provides a unique vantage point to admire these renowned landmarks from a different perspective.

The knowledgeable guides onboard share fascinating stories and interesting facts about the history, culture, and significance of the sites along the river. Their commentary adds depth and context to the experience, allowing you to gain a deeper understanding of the rich heritage and vibrant atmosphere of London.

The cruise is not just about sightseeing; it also offers a relaxing and enjoyable experience on the water. As you drift along the river, you can sit back, unwind, and appreciate the tranquil surroundings. The gentle sway of the boat and the cool breeze create a soothing atmosphere, making it a perfect opportunity to take a break from the bustling city and enjoy a moment of tranquility.

The London Eye River Cruise is suitable for visitors of all ages and interests. Whether you're a history buff, a photography enthusiast, or simply someone who appreciates stunning cityscapes, the cruise provides a captivating journey that showcases the best of London's iconic landmarks.

The cruise itself typically lasts around 40 minutes, allowing ample time to capture memorable photographs, listen to the engaging commentary, and soak in the mesmerizing views. It's a fantastic way to capture the essence of London's riverside charm and create lasting memories.

With its convenient departure point near the London Eye, the river cruise is easily accessible and can be seamlessly combined with a visit to other nearby attractions or a leisurely stroll along the riverbank.

The London Eye River Cruise offers a unique and enchanting experience that combines sightseeing, relaxation, and informative commentary. It allows visitors to appreciate the beauty and grandeur of London's riverside landmarks while enjoying a serene journey along the iconic River Thames.",2023-06-01T03:23:42Z,"(0, 0.9984958)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9984961)]"
ChIJAcVkt8cEdkgRMppkB6-eoGE,5,This tour was pretty awesome. Our tour guide had a funny way of explaining the history of the fancy buildings around the river. We had fun here. The money was worth it.,2020-08-08T17:13:24Z,"(0, 0.98241127)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9824094), (1, 0.017590597)]"
ChIJAcVkt8cEdkgRMppkB6-eoGE,5,This was a highlight of our trip - Ben the guide was hilarious and we thoroughly enjoyed the 40 min trip. Was actually more enjoyable than the London Eye although we did both and they were both great.,2024-04-08T13:31:57Z,"(0, 0.98570406)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9857058), (1, 0.01429418)]"
ChIJWRQ7JoUCdkgRWTutHYUlZA8,4,I really loved the sightseeing tour with this company! The tour guide was funny and gave comprehensive explanations about every iconic landmark along the Thames River. I would really recommend this tour to my other friends who will visit London in the future!,2024-02-01T16:32:19Z,"(0, 0.98677456)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9867745), (1, 0.013225531)]"
ChIJWRQ7JoUCdkgRWTutHYUlZA8,5,"Really enjoyed our boat ride to Greenwich, fantastic value-£18.50 for a 2 hour round trip taking in all the sights then free time to explore Greenwich. We were pleasantly surprised by how nice Greenwich is to walk around and how much there is to see up there, especially the park and maritime museum. The guide on the boat was also very good- engaging and interesting information about all the sights we were passing, including more obscure facts. You also have a choice of sitting indoors or out on the deck.",2022-09-21T03:02:43Z,"(0, 0.99324286)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9932419)]"
ChIJWRQ7JoUCdkgRWTutHYUlZA8,5,The Thomas Dogit boat trip was the best we had been on the Tour guide was brilliant and made this trip so enjoyable and fun. He had amazing facts about different parts of the river banks and made then fun to remember Definitely Recommend A Visit on this Boat Trip.,2021-08-31T07:48:06Z,"(0, 0.98859537)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.98859507), (1, 0.011404979)]"
ChIJ93ywzh2bdkgR3I7KNpfJrAc,5,"Lovely 90 minute cruise on The Caversham Lady from Caversham Bridge to Mapledurham Lock. The skipper provided a running commentary for the first 45 minutes with lots of interesting facts about the river and local sights. The price was reasonable and Saturday at 11am was dead quiet in summer holidays (families do weekday trips on a deal apparently). Just my wife, our son, and another couple. There is a bar on board for teas and beers and you can pay with contactless. A lovely day out on the river.",2023-08-14T16:59:01Z,"(0, 0.9927832)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9927833)]"
ChIJ93ywzh2bdkgR3I7KNpfJrAc,5,We hired the Caversham Princess as our wedding transport back in July this year and couldn't have been more pleased! The Thames Rivercruise team were amazing to deal with from start to finish and even despite the poor weather conditions on the day the journey was extremely smooth and enjoyable. All our guests commented on how great the boat and the team were. Thank you so much! Jess & Russell,2023-10-13T11:33:06Z,"(0, 0.9921599)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9921598)]"
ChIJ93ywzh2bdkgR3I7KNpfJrAc,5,"Following a phone call to Laura we booked a Sunday lunch cruise, everything was very well organised. We had a lovely relaxing time taking in the views, also heard some interesting stories shared by a crew member. Lunch was delicious. One of our party had mobility issues and all of the staff were so helpful and friendly. I highly recommend. Ths was our second cruise and we'll definately come again.",2023-07-23T08:51:03Z,"(1, 0.61261505)","(1, '0.016*""and"" + 0.009*""the"" + 0.008*""a"" + 0.007*""of"" + 0.007*""very""')","[(0, 0.38738766), (1, 0.61261237)]"
ChIJ4cOs1w6te0gR8aI3PAPCLag,5,"2nd time we go on this cruise with the Sunday Lunch roast dinner and we loved it! The staff is very friendly, the food is delicious with big portions, the view is amazing and we like the tour too! Highly recommend it!",2024-03-31T15:12:47Z,"(0, 0.6392275)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.63922566), (1, 0.36077434)]"
ChIJ4cOs1w6te0gR8aI3PAPCLag,5,Had my hen party with city centre cruises and would definitely use them again. Made it really easy to book and dropped decorations off which they set up in the boat for me. Really nice staff and amazing food. The dj and karaoke is well worth getting. Thank you so much for a brilliant night x,2022-08-15T20:37:24Z,"(0, 0.98939365)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.98939013), (1, 0.010609914)]"
ChIJ4cOs1w6te0gR8aI3PAPCLag,5,"⭐⭐⭐⭐⭐

My recent experience with City Centre Cruises in Manchester was nothing short of exceptional! From the moment we stepped aboard Emmeline Pankhurst, it was evident that this was going to be an unforgettable journey.

Firstly, the food was outstanding! A delectable selection that not only tantalized the taste buds but also showcased the culinary expertise of the onboard chefs.

Yet, what truly made this experience extraordinary was the impeccable hospitality provided by Amon and Sarah. They epitomized cruise hospitality at its finest! Their warmth, attentiveness, and genuine care for every guest onboard added an extra layer of delight to the entire cruise.

Amon and Sarah's professionalism and friendliness were unparalleled. They effortlessly catered to every need, ensuring everyone felt welcomed and pampered throughout the journey. Their knowledge about the cruise, coupled with their enthusiasm, enhanced the overall experience significantly.

The ambiance onboard was delightful, the views of Manchester from the cruise were stunning, and the service was top-notch. But it was truly Amon and Sarah who elevated this experience to something truly memorable.",2023-11-24T17:38:40Z,"(0, 0.99665576)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9966561)]"
ChIJ4TszkUG9cEgRf5A0n0Nvsv8,5,"Must have when you visit Birmingham. The guide telling the history of the canals was an authentic and great storyteller, we enjoyed every minute of this experience.",2023-10-28T18:33:28Z,"(0, 0.7355677)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.73556274), (1, 0.26443726)]"
ChIJ4TszkUG9cEgRf5A0n0Nvsv8,5,"Excellent boat trip. Alan the ""tour guide"" gave a very informative and highly entertaining commentary of the canal way of life.
I will always look at canal bridges & canal banks from a new perspective, if you want to know why, .....go on his tour!!
Highly recommend and a bargain price.",2023-06-01T17:44:24Z,"(0, 0.9861477)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.98614615), (1, 0.013853851)]"
ChIJ4TszkUG9cEgRf5A0n0Nvsv8,5,"Excellent tour, very reasonably priced and the guided commentary was fantastic. The guide is obviously a very well-informed history buff! Highly recommend.",2023-07-26T11:47:38Z,"(1, 0.61480916)","(1, '0.016*""and"" + 0.009*""the"" + 0.008*""a"" + 0.007*""of"" + 0.007*""very""')","[(0, 0.38519397), (1, 0.614806)]"
ChIJBfEESiR0ekgRiB37lIra8w0,5,"Fab 2 hour tour with family down the canal.The barge was clean,staff organised and very helpful. We had afternoon tea and prosecco. Sandwiches were tasty and fresh,nice selection of cakes.We loved the 60's music playing in the background too.Recommended.",2022-01-11T17:55:38Z,"(0, 0.98508847)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.98508894), (1, 0.014911083)]"
ChIJBfEESiR0ekgRiB37lIra8w0,5,"As long as you realise you are NOT on  the ocean but are on a canal, it's actually a great little journey.
The catering is good, you can drink as much tea or coffee as you want.
The scenery included some rural images with newly born lambs along the canal bank playing with each other at the time of our trip being the highlight.
All in all, a thoroughly enjoyable 2 hours especially with the staff being so friendly, helpful and always very alert to your requests and wishes!(within reason)",2024-04-14T09:17:13Z,"(0, 0.993377)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.99338025)]"
