PlaceID,Rating,Text,Timestamp,Topics,Topic Text,distributions
ChIJBfEESiR0ekgRiB37lIra8w0,5,"Stumbling across Georgie’s by happenstance and never having been on a barge before I booked a two hour afternoon tea cruise.

The experience was delightful from booking right through to the excursion itself. Having adopted a gluten free approach in between making the booking and the trip itself, Jess couldn’t have been more helpful in making the change.

On the day, the setting in the boat was lovely, the food exceeded expectations and the service was spot on. Two hours just flew by and it was a very relaxing outing. I’m six feet tall and any anxieties that I had about being squashed in were completely unnecessary as the seating and space was appropriate and very adequate. Looking forward to another trip and a different theme soon.",2022-08-30T20:21:48Z,"(0, 0.9953047)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.99530387)]"
ChIJe45rnYuze0gRDWcSc7clP8E,5,"I cannot express enough how fantastic my experience has been at Factory. From the moment I walked through the doors, I felt welcomed and encouraged. Adam and the other coaches here are not just experts in BJJ but also fantastic teachers. They break down complex techniques into manageable steps, making it accessible for beginners while challenging advanced practitioners to push their limits.

The facilities are superb. It's clean, well-maintained, and has all the equipment you could possibly need. They've created a safe and inclusive environment where people of all skill levels and backgrounds can come together to learn and grow.

What I think sets Factory apart is the sense of camaraderie among the members. Everyone is genuinely supportive and willing to help each other improve. It might sound cheesy but It's not just a gym, it's a family. Training here has not only improved my physical fitness but also my mental resilience and confidence.

The class schedules are flexible, with days and evening classes accommodating even the busiest of schedules. Whether you're a working professional, a student, or a parent, you'll find a suitable class time.

In addition to regular classes, Factory offers various seminars and special events. These are incredible opportunities to learn from world-class instructors and deepen your knowledge of Brazilian Jiu-Jitsu.

If you're considering learning BJJ, I highly recommend giving Factory a try. I'm proud to be a part of this incredible community, and I look forward to many more years of training and growth here.",2023-09-08T13:38:13Z,"(0, 0.9976564)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.99765617)]"
ChIJGW25x7Kxe0gRbhBMXcT1lBU,5,"I like this Brazilian jiu-jitsu school! It has kids and adult sessions. My son Muhammad goes for lessons there. Price only £5 per session and you can go there once or twice a week or pay £35 per month it is up to you. They has a good quality jiu-jitsu uniform for sell you don't need find it on eBay or Amazon. I'd like to say to my son's couch Lucio Dos Santos many thanks because he is big professional and he knows his job perfectly I like how he teaching my son every session I stay inside the school and I see how he doing his great work with my son and all children. Kind regards, Anzor A. 🙂🖐️",2021-11-23T01:07:07Z,"(0, 0.53969383)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.5396934), (1, 0.46030658)]"
ChIJs-8pszi3e0gRGJw6c97WtBs,5,My family and I have trained all over the world and know from experience that there is no better place to train. This is a fantastic Brazilian Jiu-jitsu gym with classes for the whole family. If you are looking for an interesting hobby to get you fit or want to be a serious competitor this gym has it all.,2021-11-18T22:43:55Z,"(0, 0.9906961)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9906973)]"
ChIJU01JxZexe0gRUM-rvY8CIUw,5,"The coaches are amazing.
Would recommend for any level.",2023-07-21T13:17:45Z,"(0, 0.94528097)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9452767), (1, 0.054723352)]"
ChIJ-dkRuyC3e0gRkE6PUB38Aoo,5,"Amazing Brazilian Jiu-Jitsu Gym that offers a fantastic range of Gi and No-Gi Classes throughout the week. Lots of time on the mats rolling and detailed tutorials from experienced instructors have made it the perfect place to improve my BJJ.

The club’s atmosphere is fun and welcoming and there is a real drive to improve and get better that runs through the club, this comes from Steve Henshall whose BJJ knowledge and personality as an instructor is top drawer.

I have been a member for 6 Months now and the classes are the highlight of my week. If you are looking for a BJJ Gym in Manchester I recommend you check this place out.",2022-04-20T22:41:34Z,"(0, 0.99500746)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9950077)]"
ChIJpYczGLWze0gRZWw5BPxZkBY,5,Great gym with a great coach and a fantastic atmosphere. Not to mention high level good Jiu jitsu. Great place to learn can’t recommend it enough!,2024-05-01T13:04:25Z,"(0, 0.9752143)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9752264), (1, 0.024773614)]"
ChIJvXqfnkW1e0gRt_GpWdn4R9k,5,"A great place to learn Brazilian jiu jitsu, safe, structured with a great curriculum. The added bonus is the people are great too 👍",2020-12-13T13:49:32Z,"(0, 0.9751691)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.97517973), (1, 0.024820281)]"
ChIJjbk3Fn-ze0gR-qsWrgiY1dg,5,Great knowledge and technique classes. Friendly folks too. Good for beginners or experienced practitioners.,2023-02-24T08:37:21Z,"(1, 0.79265314)","(1, '0.016*""and"" + 0.009*""the"" + 0.008*""a"" + 0.007*""of"" + 0.007*""very""')","[(0, 0.2073734), (1, 0.7926266)]"
ChIJBXnsBtLJe0gRdqN1ZJIJCZU,5,"Great Gym for learning Brazilian Jiu-Jitsu. Teachers are great, knowledgeable and really friendly which shows with the students there. Everyone is really friendly and helpful, looking out for each other.",2022-10-14T10:29:51Z,"(0, 0.9811902)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.981189), (1, 0.018811027)]"
ChIJfZSI7b6xe0gRdFE_AUOTo8M,5,"very knowlegble and Friendly coach , a great atmosphere and fun workout! Highly recommended!!",2020-10-28T23:42:53Z,"(0, 0.9304996)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9304983), (1, 0.06950168)]"
ChIJ2QPrKM-ue0gRyb-XpQmzcXM,5,"Fantastic place to train Brazilian jiu-jitsu. I have been part of the school for many years and the school is especially amazing for beginners who have never done bjj before. The amount of new comers who become really good at bjj is really high.

Not only that but the environment and culture is just amazing. The teaching is well balanced with technique and sparring and nothing is rushed.",2021-07-07T05:23:11Z,"(0, 0.99136126)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.99136126)]"
ChIJ2QPrKM-ue0gRyb-XpQmzcXM,5,"Great place to pick up a new hobby. If you want to learn Brazilian Jiu-jitsu, this is the place to be. Great atmosphere and even greater people 🤙🤙",2023-11-25T00:54:20Z,"(0, 0.98064005)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.98064363), (1, 0.019356318)]"
ChIJHWVFnTACe0gRGHrhl6PBNeA,5,"Gracie Barra Warrington is an amazing academy with an excellent team of high level coaches. It doesn't matter who you are, where you come from or what your background is, everyone is welcome here.

I've been training at the academy for about two years now and the community is brilliant with lots of support.

If you're interested in giving Brazilian Jiu Jitsu a try, I highly recommend checking out the academy. For just £1, you can book your first week and get Gi/No-Gi hire included. It's a great way to see what the academy is all about and feel the benefits of BJJ for yourself.",2022-12-21T17:44:55Z,"(0, 0.9945629)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.99456257)]"
ChIJJyX7EoGpe0gREai-gUUfIjg,5,"I joined RGA Salford about 12 months ago and was brand new to Brazilian Jujitsu, so didn’t really know what to expect.

Straight away you’re made to feel welcome by professor Mike and his coaches, and there is a great atmosphere in the gym.

The lessons are brilliant and everything is explained in a way that makes it easy for brand new white belts to understand.

The higher belts are always happy to offer advice and encouragement to new starters, and it makes you feel like part of the team from day 1.

Whether you’re just looking to train improve your health & fitness, or want to train seriously to compete, I can’t recommend the place highly enough.

As soon as my kids are old enough I’ll be signing them up to the junior classes!

Thanks Mike & the team at RGA Salford!",2023-05-09T12:26:58Z,"(0, 0.9960177)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9960176)]"
ChIJfZSI7b6xe0gRIS9efSUeypw,5,"Trained here a few years ago and wish I was back. Great instructors, very supportive and made some good friends too. Overall just a great place to learn if you're interested in bjj",2023-06-29T13:20:48Z,"(0, 0.9827604)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9827673), (1, 0.017232673)]"
ChIJY8hRdOWke0gRn9pz0S0iLcU,5,Fantastic and Friendly way for your Children to learn confidence and how to defend themselves through Jiu Jitsu 🙏👊🦂,2021-07-24T11:35:28Z,"(0, 0.9639651)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.96396995), (1, 0.036030002)]"
ChIJ3_Zh8VIJe0gRCijpuIksUOA,5,"I’ve been training at Gracie Barra Horwich for over 2 years now and can’t recommend it enough. Professor Ian and all the other  professors have helped me improve my jiu jitsu so much. Great vibes, great atmosphere and a great team.",2023-05-22T09:14:01Z,"(0, 0.9861382)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.98614264), (1, 0.013857378)]"
ChIJVSAkvXVceUgRZ5TQhJrxUP8,5,"Once you join you are part of the family. Great instructors across the board, really friendly training partners always looking to help you get better. Really fun environment to learn self defense techniques and build your confidence and character as a person!",2021-05-10T10:56:33Z,"(0, 0.98720413)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.98720306), (1, 0.012796886)]"
ChIJ4fR2bRy5e0gRi5uij5WLl8s,5,"Brilliant place to learn Brazilian Jiu Jitsu, both myself and my daughter regularly attend classes.

Really friendly and supportive atmosphere",2024-04-20T20:47:52Z,"(0, 0.96844375)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.968425), (1, 0.03157504)]"
ChIJyxwjOkame0gRn2_ezIQOtRE,5,"I switched my energy supplier through Love Energy Savings, Ismail Essa was great, very informative and knowledgeable, easy to deal with, I will defiantly use them again.",2024-03-18T08:30:42Z,"(0, 0.9735113)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9735249), (1, 0.026475074)]"
ChIJyxwjOkame0gRn2_ezIQOtRE,5,Excellent service from Jayde Smith and Shoaib Khan who sorted me out with a new energy deal I was happy with in minutes and beat the price of my current supplier. A great experience!,2023-10-03T16:38:59Z,"(1, 0.6027647)","(1, '0.016*""and"" + 0.009*""the"" + 0.008*""a"" + 0.007*""of"" + 0.007*""very""')","[(0, 0.39707586), (1, 0.60292417)]"
ChIJyxwjOkame0gRn2_ezIQOtRE,5,Sho Khan dealt with my queries of changing energy supplier and he  was extremely helpful as He  navigated me through various energy deals and he found the best one to save  a lot of money on our energy bills.,2024-02-29T12:33:29Z,"(0, 0.9831955)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9832023), (1, 0.016797686)]"
ChIJXd-jSSm7e0gRVsPQjDMiW5U,5,"I've placed a number of business contracts with Crown. They don't always win on price but personal customer service and quick response is consistent, a rarity in today's energy market.",2023-08-02T13:44:36Z,"(0, 0.9812111)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9812104), (1, 0.018789573)]"
ChIJXd-jSSm7e0gRVsPQjDMiW5U,5,"call answered straight away by someone really helpful. She then passed me through to Natasha who was equally helpful.
Easiest energy company I have dealt with in years.  Hope they take on electricity soon so we can move our account over",2023-07-07T13:04:55Z,"(0, 0.9851956)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.98519653), (1, 0.014803412)]"
ChIJsa5cvTWxe0gRB1RiAvJ7tXc,5,Beta energy is one of the best company in uk with best energy prices. It’s a wonderful experience to work with them. They provide best deals and many more stuff like card machines and buisness insurances etc. And specially MR ALI is a great guy. He deal with all the problems very professionally. Many thanks for your great service. Keep it up guys. 👏,2022-05-17T16:28:39Z,"(0, 0.9909672)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.99096817)]"
ChIJsa5cvTWxe0gRB1RiAvJ7tXc,5,"I was struggling my electric on going issue with my supplier British Gas , I was being charged for precision tenants usage ,Beta energy made sure I only paid what I used , then got me a new supplier with better rates , so being a business owner I’ll go with company who I can trust and believe",2022-05-18T17:13:37Z,"(0, 0.98914045)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9891386), (1, 0.010861432)]"
ChIJsa5cvTWxe0gRB1RiAvJ7tXc,5,"We struggled with our gas and electric existing suppliers for our business ,Beta energy helped us to arrange a switch to better rates. Plus after that they got us a gprs card terminals for our business, recently they got us better fibre Internet deal
Thank you Beta from Pasha Restaurant For helping us a lot in running our business smoothly.",2022-05-31T18:38:04Z,"(0, 0.9897494)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9897494), (1, 0.010250617)]"
ChIJ27hZwQ9oekgRhH_Zdbl82PM,5,Very good and helped me with my energy switch,2021-09-25T22:31:56Z,"(0, 0.9399383)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9399375), (1, 0.060062546)]"
ChIJRetEIEmxe0gRaExbLDP9JNc,5,"Fantastic, saved 50|% on my electric costs and was even cheaper than going directly to the supplier it’s Very helpful in helping with the energy market and finding us the best deal and the staff very nice.
Thank you",2024-03-03T20:27:12Z,"(0, 0.9827238)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.98273635), (1, 0.017263647)]"
ChIJRetEIEmxe0gRaExbLDP9JNc,5,Saved a 30 year old family business from going under. Surprisingly found us a deal that was cheaper than a quote directly from the supplier.,2024-03-03T22:49:30Z,"(0, 0.9738008)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.97379744), (1, 0.02620259)]"
ChIJ02LAtD-ze0gRhnYMPrv_b6M,5,"Slightly delayed (due to stock issues) but otherwise impeccable installation.

Engineer was happy and able to answer my questions, and I will use them should I ever decide to add battery storage to my setup",2022-07-28T15:39:23Z,"(0, 0.9832859)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9832836), (1, 0.016716447)]"
ChIJBbl6eltNekgRCFImSfK9a5M,4,Great service found the best deal quickly and efficiently.  Very helpful customer service.  Would recommend them highly for finding  cheap energy suppliers.,2021-08-23T11:24:51Z,"(0, 0.5316993)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.5318557), (1, 0.4681443)]"
ChIJBbl6eltNekgRCFImSfK9a5M,5,Had a phone call from Greg last week and he explained the various options available to us since Green Energy stopped trading and EDF took over. They had put us on a variable tariff and Greg advised us of our options with other suppliers. We settled on a new supplier and on a tariff which will suit us very well. Thank you Greg for spending your time explaining everything so thoroughly. Regards.....Tom Welsh,2021-05-10T12:15:08Z,"(1, 0.55848056)","(1, '0.016*""and"" + 0.009*""the"" + 0.008*""a"" + 0.007*""of"" + 0.007*""very""')","[(0, 0.44151968), (1, 0.5584803)]"
ChIJBbl6eltNekgRCFImSfK9a5M,4,"Yes I’m so happy good service. We are an energy comparison service search the energy market and sources the cheapest tariffs and most exclusive rates.
Thank you..",2022-09-30T15:26:09Z,"(0, 0.979801)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.97980195), (1, 0.020198027)]"
ChIJ__8PEcGxe0gRYjFuJZN5LbI,1,"I'd advise to avoid where possible.

On the 2nd April 2024, we reached out to Utility Bidder in order to assist us in finding a better rate for our gas and electric supplier at our commercial property.

I spoke with, who I thought, was a great member of staff - really helpful. Little did I know, it was just part of their sales tactics.

They first started by getting the best possible prices from our current supplier, before tendering our requirements out to their network.

Within a few minutes, she come back to me with prices (which weren't too bad in all honesty).

In the meantime, I said I was going to be speaking to my existing supplier to find out their best prices - the colleague I spoke with informed me she already had done, and they were the initial prices and not to contact them (I was confused as to who she spoke with initially).

In the meantime, I'd already poke with my existing supplier and requested a price from them, but because their member of staff told me that they'd alreadyspoke to them and got the prices, I continued to enter an agreement with Utility Bidder and our new supplier.

I then received the prices from my current supplier, who came in a A LOT cheaper than Utility Bidder had actually told me (when I mean cheaper, I mean over 75%). When I queried this, I was informed by their customer service that my supplier wouldn't put me on this contract due to me having a low credit score (due to being a new business).

I checked with my supplier if the credit check would impact the decision on me taking out this new contract, where I was informed that the credit check WOULD NOT impact the new prices and contract.

So, in conclusion - I was lied to by two members of Utility Bidder's staff in order to get me to stick with them, than my existing supplier.

If you do use them, do your own due diligence and ignore what they say until you have your own evidence to show that they are cheaper.",2024-04-03T16:31:10Z,"(1, 0.6014907)","(1, '0.016*""and"" + 0.009*""the"" + 0.008*""a"" + 0.007*""of"" + 0.007*""very""')","[(0, 0.39850885), (1, 0.6014912)]"
ChIJ__8PEcGxe0gRYjFuJZN5LbI,5,"Great company,have used them a couple of times and their customer service is second to none",2023-06-09T16:17:39Z,"(0, 0.86917204)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.8691649), (1, 0.13083509)]"
ChIJ__8PEcGxe0gRYjFuJZN5LbI,5,Prices with Utility Bidder were significantly cheaper compared to going direct to the supplier. Tracy Bond helped me throughout the process and had great customer service skills. She provided professional support throughout and called me back when she had promised. Would highly recommend.,2021-01-14T11:52:58Z,"(0, 0.84581155)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.8458147), (1, 0.15418534)]"
ChIJfYAF5kXqeUgRqcfICc508I8,5,"Great company to deal with, excellent customer service and competitive rates. I have just renewed again with them for my business Buba-Licious Ltd and the process was so easy. Highly Recommended",2021-07-07T14:54:19Z,"(0, 0.9818067)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.98180646), (1, 0.018193575)]"
ChIJfYAF5kXqeUgRqcfICc508I8,1,"I run a small Company with high gas usage and received the enclosed:

""We recently sent this email to you which unfortunately was missing some elements of your account's details, please find below your revised update.

As you know, the last year has been extremely challenging for all businesses. One such impact of these exceptional events is that they have created significant additional costs for the supply of your energy. We have done everything we can to mitigate this financial impact and to date, we have absorbed these additional costs into our agreed energy supply rates. In light of the significant and ongoing situation, it is regretfully unsustainable for us to continue to absorb these additional costs.

We’re getting in touch with you as your energy consumption for the period 10/02/2020 to 09/08/2022 is significantly different from your estimated yearly consumption. Consequently, we are writing to advise you of some additional reconciliation fees you will receive in your next bill and the options available to help you mitigate the impact of these charges.
What are Reconciliation Fees?
At the start of your contract, we set your agreed supply rates based on the estimated yearly consumption figures that you provide us. We purchase energy based on these consumption figures to ensure you get a competitive price in line with available market rates at that time, giving you certainty over your energy prices for the duration of your contract.

In clause 11 of our Business Terms & Conditions, we advise Corporate Business customers that there is a reconciliation fee that will be incurred if your consumption is outside the range of 90/110% of your estimated yearly energy usage.  This charge reflects the additional costs incurred if we have to balance your energy requirements outside of this tolerance range, either purchasing the shortfall from the market or selling the surplus energy at a price different to that when the contract was agreed. The reconciliation charges we calculate use the actual market prices observed during the period of the calculation. Many business energy suppliers have similar clauses in their contracts.

What this means for you
As your energy consumption for the period is outside of your contracted tolerance limit of 90/110, your account is due to incur a reconciliation fee of £330.84. These charges will be applied to your next bill.""

My wife wrote to complain, we did not receive an acknowledgement.
Their strap line should really read:

""Profiteering to Make a bad situation worse""",2021-04-14T14:39:28Z,"(0, 0.99851775)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9985177)]"
ChIJfYAF5kXqeUgRqcfICc508I8,5,Great company to deal with. Would definitely recommend to anyone looking to switch their business energy supply.,2021-02-26T11:38:33Z,"(0, 0.9693985)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.96940136), (1, 0.030598646)]"
ChIJkxina1C2e0gRbSZblOxzF0o,5,"Energy Gain designed and installed solar panel system for BFM Europe Limited. The company was professional from the start of the project, supplying all risk assessments and documentation on time for the project. The project when to plan without any issues and is now delivering a 87.5% reduction in summer day time energy usage.",2022-08-25T15:16:53Z,"(0, 0.9895541)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9895537), (1, 0.010446329)]"
ChIJkxina1C2e0gRbSZblOxzF0o,5,"I couldn’t recommend Energy Gain UK high enough.  We had a system installed pre-Covid and I had an issue with my meter readings.  I spoke to a gentlemen called Mike last week and he couldn’t of been more helpful.  His knowledge was fantastic, and we got to the bottom of the problem over the phone.  I enjoyed the interaction and I’m glad we took the leap when we did, especially with the current energy prices.",2022-08-26T06:52:00Z,"(0, 0.9911047)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9911027)]"
ChIJkxina1C2e0gRbSZblOxzF0o,5,Energy Gain have  installed solar  panels to two of our premises. From time to time we have asked them to provide back up when problems arose and they always carried out this work in a timely and efficient manner. I highly recommend them.,2024-02-07T08:13:46Z,"(0, 0.986553)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.98655266), (1, 0.013447322)]"
ChIJd6RMNiS7e0gR1BrFYWxXrxo,5,"I have used Crown Energy to obtain costs and manage the installation of two electrical supplies and always found them (particularly Rheann), very good.",2021-03-11T11:15:50Z,"(0, 0.9747444)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9747447), (1, 0.025255281)]"
ChIJd6RMNiS7e0gR1BrFYWxXrxo,5,"New gas connections can be a real challenge coordinating everything to happen in sync, have used Crown Energy for this and they have made it very straight forward and delivered professionally. Thank you!!",2021-11-11T09:53:13Z,"(0, 0.98279095)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.98279077), (1, 0.01720929)]"
ChIJQ4jqG0mxe0gRs0gTfkuoY3g,5,Very good expertise and a pleasure to deal with,2020-11-05T18:26:15Z,"(0, 0.9439261)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9439194), (1, 0.056080576)]"
ChIJLwrxm1yxcEgRiB8PEHVn-X8,5,The help centre was extremely helpful in changing my energy supplier successfullly.,2023-07-28T12:56:05Z,"(0, 0.9413706)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9413504), (1, 0.05864962)]"
ChIJLwrxm1yxcEgRiB8PEHVn-X8,5,"Offered smart meter, live balances happy to have a UK app and energy payments.",2023-02-01T12:52:46Z,"(1, 0.7017927)","(1, '0.016*""and"" + 0.009*""the"" + 0.008*""a"" + 0.007*""of"" + 0.007*""very""')","[(0, 0.29817834), (1, 0.7018216)]"
ChIJLwrxm1yxcEgRiB8PEHVn-X8,5,"Great energy supplier, Hugo was very helpful to us, would recommend them.",2023-07-28T15:44:44Z,"(1, 0.6832943)","(1, '0.016*""and"" + 0.009*""the"" + 0.008*""a"" + 0.007*""of"" + 0.007*""very""')","[(0, 0.31667814), (1, 0.68332183)]"
ChIJKV2NIv6me0gRwG0ofPSezdM,5,"That time of the year when I start looking online for my eleccy renewal for my business and home. Usually spend an hour or two looking, but this time I thought I'd try bulldog as was recommended from a friend. Was a much easier process as I spoke to one of their staff and was called back with some decent quotes for me to choose from. Saved time and money...",2022-03-11T10:22:31Z,"(0, 0.67996705)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.67996603), (1, 0.32003397)]"
ChIJY9wj7UW2e0gR2VAOSg08X1k,5,"This beautiful mosque is a gift to us from ALLAH.spacious, comfortable, clean, big car park and a large community Hall with kitchen.and of course Madrasah for the religious education for our future generations.",2022-02-19T18:38:24Z,"(1, 0.7119285)","(1, '0.016*""and"" + 0.009*""the"" + 0.008*""a"" + 0.007*""of"" + 0.007*""very""')","[(0, 0.28807253), (1, 0.7119274)]"
ChIJ9-rTLpKxe0gRgMGd9bBm3ZY,5,A very clean masjid and follows covid regulations.well done,2021-05-01T23:17:41Z,"(1, 0.93251646)","(1, '0.016*""and"" + 0.009*""the"" + 0.008*""a"" + 0.007*""of"" + 0.007*""very""')","[(0, 0.067484014), (1, 0.932516)]"
ChIJRap-V2Wye0gRF6_K2TYo6Fk,5,"Great Mosque that welcomes everyone, excellent praying facilities for both men and women, and has a fantastic community ethos.",2023-04-07T08:40:46Z,"(0, 0.9680488)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9680582), (1, 0.03194177)]"
ChIJ_w-3ngqze0gRiTGdMbWYg8E,4,The only nearby mosque in Stockport town area. Small mosque but cold accommodate good number of attendees. 2 Shifts for Jumaa 12.30 & 1.30 pm during winter; 1.30 & 2.30pm during summer. Parkings are limited -on surrounding areas.,2023-02-20T22:24:50Z,"(0, 0.98460877)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.98461133), (1, 0.015388695)]"
ChIJ3zYfGPOxe0gR7dPz1g20UPk,5,"Fantastic mosque, nice wudu section and toilets were clean and well kept. Gets full quickly on Jummah though, so arrive early for the 12:20 Jama'at. If you miss it, there's another Jama'at at 1:20.",2023-11-26T19:50:26Z,"(1, 0.9416675)","(1, '0.016*""and"" + 0.009*""the"" + 0.008*""a"" + 0.007*""of"" + 0.007*""very""')","[(0, 0.05832015), (1, 0.94167984)]"
ChIJV53LFU3he0gRdQkHlQDYb6Q,2,Beautiful mosque funded by the community of uk muslims that took decades to build but ran by numpties just like the many other JTI establishments no focus on actual education of the masses or practicality but more so on how to get people to donate. Waste of potential but great to look at if your in the area.,2023-02-06T07:54:41Z,"(0, 0.9886445)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9886448), (1, 0.011355219)]"
ChIJ41t3KSSye0gRxJuuazg-pag,5,Architectural nice mosque and decor is lovely too.imam very knowledgeable and friendly congregation. Very enjoyable and rewarding experience,2021-08-29T20:47:31Z,"(0, 0.966151)","(0, '0.043*""and"" + 0.041*""the"" + 0.024*""to"" + 0.021*""a"" + 0.015*""of""')","[(0, 0.9661356), (1, 0.033864375)]"
ChIJ41t3KSSye0gRxJuuazg-pag,5,"Lovely Bangladeshi community Masjid with clean facilities. No chatting, calm and quiet atmosphere. Really peaceful",2022-01-08T23:19:41Z,"(1, 0.9583504)","(1, '0.016*""and"" + 0.009*""the"" + 0.008*""a"" + 0.007*""of"" + 0.007*""very""')","[(0, 0.04165018), (1, 0.9583498)]"
